ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_del_Prestamo;Plazo_del_Prestamo;Tasa_de_Interes;Deuda_Existente;Numero_de_Dependientes;Estado_Laboral;Proposito_del_Prestamo;Estado_Civil;Nivel_de_Educacion;Score_de_Riesgo_Interno;Resultado_del_Riesgo;Periodo
4191;28;$86,901.00;Regular;$44,828.00;18;13.5%;$7,916.00;1;Empleado;Emergencia;Divorciado;Universidad;729;1;2022-04
4192;63;$39,441.00;Bueno;$24,740.00;14;11.8%;$1,948.00;0;Empleado;Otros;Casado;Preparatoria;700;1;2022-06
4193;62;$66,191.00;Bueno;$12,324.00;17;5.6%;$28,448.00;1;Autónomo;Vivienda;Casado;Preparatoria;534;1;2022-01
4194;41;$50,324.00;Bueno;$35,261.00;25;6.6%;$5,227.00;4;Empleado;Educación;Casado;Preparatoria;678;1;2022-03
4195;56;$66,768.00;Malo;$36,967.00;21;11.8%;$16,457.00;1;Empleado;Vivienda;Casado;Preparatoria;579;1;2022-02
4196;26;$20,702.00;Regular;$33,533.00;22;10.0%;$40,392.00;3;Autónomo;Emergencia;Casado;Doctorado;501;1;2022-04
4197;18;$50,985.00;Regular;$48,557.00;6;7.1%;$29,976.00;0;Desempleado;Educación;Soltero;Maestría;648;1;2022-07
4198;48;$26,404.00;Malo;$12,725.00;29;8.2%;$25,951.00;0;Desempleado;Vivienda;Casado;Universidad;837;1;2022-02
4199;62;$86,591.00;Bueno;$7,715.00;7;6.3%;$33,777.00;3;Desempleado;Educación;Casado;Universidad;557;1;2022-11
4200;57;$52,873.00;Malo;$20,715.00;13;8.9%;$28,724.00;0;Empleado;Emergencia;Soltero;Maestría;740;1;2022-10
4201;47;$77,290.00;Bueno;$42,468.00;22;10.0%;$9,714.00;1;Autónomo;Educación;Divorciado;Maestría;673;1;2022-12
4202;46;$48,702.00;Malo;$48,953.00;36;6.0%;$33,409.00;0;Desempleado;Educación;Soltero;Maestría;708;1;2022-01
4203;35;$71,739.00;Malo;$37,490.00;32;5.3%;$13,765.00;1;Empleado;Educación;Casado;Doctorado;681;1;2022-01
4204;28;$67,168.00;Regular;$25,409.00;26;5.9%;$17,046.00;2;Empleado;Vivienda;Soltero;Preparatoria;510;1;2022-02
4205;49;$48,882.00;Malo;$27,999.00;24;9.6%;$16,338.00;5;Autónomo;Emergencia;Casado;Doctorado;748;1;2022-12
4206;55;$84,312.00;Bueno;$44,944.00;14;5.9%;$25,260.00;5;Desempleado;Otros;Soltero;Preparatoria;563;1;2022-09
4207;57;$58,485.00;Bueno;$25,641.00;15;6.4%;$7,759.00;4;Autónomo;Educación;Soltero;Maestría;762;1;2022-12
4208;38;$65,131.00;Regular;$38,719.00;13;11.5%;$49,190.00;2;Desempleado;Otros;Casado;Preparatoria;550;1;2022-12
4209;55;$48,912.00;Regular;$22,980.00;13;5.6%;$21,019.00;4;Autónomo;Otros;Soltero;Universidad;543;1;2022-04
4210;22;$93,853.00;Malo;$47,055.00;11;14.0%;$43,845.00;2;Desempleado;Auto;Casado;Universidad;534;1;2022-12
4211;58;$89,521.00;Regular;$37,845.00;16;9.5%;$40,742.00;5;Autónomo;Emergencia;Divorciado;Preparatoria;544;1;2022-07
4212;62;$33,858.00;Bueno;$48,812.00;26;9.9%;$28,736.00;4;Desempleado;Otros;Divorciado;Doctorado;596;1;2022-03
4213;27;$71,222.00;Malo;$7,412.00;19;12.2%;$48,442.00;1;Empleado;Auto;Soltero;Doctorado;787;1;2022-10
4214;61;$34,920.00;Bueno;$32,030.00;25;5.1%;$22,539.00;5;Autónomo;Educación;Casado;Maestría;536;1;2022-06
4215;39;$97,438.00;Malo;$11,124.00;6;14.2%;$38,681.00;2;Desempleado;Otros;Soltero;Maestría;825;1;2022-04
4216;62;$40,214.00;Malo;$21,247.00;21;5.5%;$41,953.00;3;Desempleado;Emergencia;Divorciado;Maestría;539;1;2022-09
4217;45;$50,623.00;Bueno;$23,551.00;33;12.6%;$36,406.00;0;Empleado;Auto;Casado;Preparatoria;524;1;2022-11
4218;19;$93,052.00;Bueno;$31,477.00;27;10.5%;$5,730.00;4;Desempleado;Educación;Soltero;Maestría;719;1;2022-11
4219;36;$48,961.00;Bueno;$8,139.00;27;10.8%;$34,221.00;3;Desempleado;Otros;Casado;Universidad;567;1;2022-08
4220;55;$36,620.00;Bueno;$3,926.00;32;13.2%;$33,809.00;4;Empleado;Otros;Soltero;Doctorado;692;1;2022-05
4221;60;$65,306.00;Bueno;$36,847.00;33;5.0%;$43,299.00;3;Empleado;Vivienda;Casado;Universidad;674;1;2022-07
4222;29;$85,707.00;Bueno;$47,281.00;9;7.8%;$34,716.00;2;Autónomo;Auto;Divorciado;Universidad;564;1;2022-12
4223;21;$42,984.00;Regular;$5,994.00;16;13.2%;$14,525.00;0;Autónomo;Vivienda;Divorciado;Doctorado;527;1;2022-01
4224;48;$86,218.00;Malo;$49,781.00;29;6.9%;$19,035.00;0;Empleado;Otros;Soltero;Preparatoria;587;1;2022-12
4225;53;$90,119.00;Regular;$5,772.00;29;7.6%;$30,098.00;1;Desempleado;Vivienda;Soltero;Preparatoria;601;1;2022-07
4226;46;$57,056.00;Regular;$7,762.00;19;14.1%;$30,070.00;1;Empleado;Otros;Divorciado;Universidad;829;1;2022-05
4227;34;$68,048.00;Malo;$35,295.00;8;6.9%;$5,579.00;4;Autónomo;Otros;Divorciado;Preparatoria;667;1;2022-03
4228;23;$59,874.00;Regular;$3,652.00;28;9.5%;$33,938.00;3;Empleado;Educación;Casado;Maestría;784;1;2022-09
4229;53;$30,260.00;Bueno;$21,114.00;22;13.1%;$33,238.00;5;Desempleado;Educación;Divorciado;Maestría;743;1;2022-12
4230;33;$78,339.00;Malo;$46,770.00;29;14.9%;$10,301.00;0;Autónomo;Vivienda;Divorciado;Maestría;624;1;2022-11
4231;48;$81,894.00;Bueno;$32,307.00;14;7.2%;$9,939.00;0;Empleado;Auto;Casado;Maestría;643;1;2022-03
4232;35;$46,005.00;Regular;$9,283.00;23;8.6%;$25,598.00;0;Empleado;Educación;Divorciado;Preparatoria;791;1;2022-07
4233;39;$65,963.00;Malo;$45,105.00;33;8.2%;$40,774.00;4;Autónomo;Auto;Soltero;Universidad;668;1;2022-07
4234;53;$47,322.00;Malo;$11,424.00;34;9.5%;$24,127.00;0;Autónomo;Vivienda;Soltero;Doctorado;619;1;2022-07
4235;27;$92,275.00;Regular;$14,278.00;11;9.3%;$45,827.00;1;Empleado;Vivienda;Soltero;Maestría;680;1;2022-12
4236;53;$53,035.00;Regular;$11,486.00;34;13.8%;$43,502.00;5;Empleado;Emergencia;Casado;Doctorado;613;1;2022-07
4237;55;$70,116.00;Malo;$18,166.00;33;10.0%;$29,823.00;0;Autónomo;Otros;Soltero;Preparatoria;833;1;2022-06
4238;27;$93,162.00;Bueno;$42,675.00;21;14.1%;$29,708.00;2;Desempleado;Vivienda;Soltero;Preparatoria;656;1;2022-09
4239;43;$89,634.00;Malo;$38,190.00;11;9.5%;$33,829.00;1;Desempleado;Educación;Soltero;Universidad;593;1;2022-06
4240;34;$93,499.00;Regular;$31,811.00;24;12.4%;$18,058.00;2;Desempleado;Educación;Soltero;Universidad;628;1;2022-07
4241;22;$64,199.00;Bueno;$48,201.00;16;11.1%;$27,280.00;2;Empleado;Otros;Casado;Doctorado;763;1;2022-06
4242;54;$32,510.00;Malo;$11,327.00;32;11.5%;$10,564.00;1;Desempleado;Otros;Divorciado;Maestría;633;1;2022-11
4243;56;$43,281.00;Bueno;$7,633.00;33;11.3%;$33,359.00;5;Autónomo;Vivienda;Divorciado;Doctorado;509;1;2022-01
4244;39;$20,269.00;Regular;$4,240.00;17;7.7%;$36,989.00;5;Empleado;Otros;Divorciado;Doctorado;650;1;2022-04
4245;58;$68,935.00;Regular;$1,360.00;23;12.2%;$24,790.00;0;Empleado;Emergencia;Divorciado;Doctorado;655;1;2022-08
4246;18;$69,376.00;Regular;$8,124.00;8;11.7%;$40,375.00;4;Empleado;Educación;Casado;Maestría;811;1;2022-03
4247;60;$90,886.00;Regular;$37,311.00;35;10.3%;$31,319.00;5;Autónomo;Otros;Casado;Maestría;725;1;2022-12
4248;26;$81,603.00;Bueno;$7,904.00;10;9.7%;$30,375.00;5;Desempleado;Otros;Soltero;Universidad;569;1;2022-11
4249;21;$61,155.00;Regular;$1,661.00;6;8.3%;$6,725.00;3;Autónomo;Vivienda;Soltero;Maestría;598;1;2022-03
4250;23;$89,662.00;Regular;$43,438.00;35;6.6%;$37,955.00;4;Desempleado;Otros;Casado;Maestría;551;1;2022-06
4251;38;$21,615.00;Bueno;$38,763.00;26;5.4%;$40,456.00;4;Empleado;Auto;Casado;Doctorado;603;1;2022-01
4252;54;$69,938.00;Bueno;$22,821.00;30;14.1%;$25,696.00;5;Autónomo;Emergencia;Divorciado;Universidad;673;1;2022-01
4253;57;$79,775.00;Regular;$8,017.00;29;6.1%;$15,899.00;4;Empleado;Educación;Casado;Universidad;801;1;2022-09
4254;43;$46,265.00;Bueno;$10,841.00;34;8.8%;$19,315.00;1;Desempleado;Emergencia;Casado;Doctorado;719;1;2022-10
4255;32;$83,024.00;Regular;$3,221.00;8;11.8%;$27,799.00;4;Desempleado;Emergencia;Casado;Universidad;679;1;2022-09
4256;42;$69,626.00;Bueno;$42,817.00;7;12.4%;$24,696.00;0;Empleado;Otros;Casado;Doctorado;626;1;2022-11
4257;33;$32,719.00;Malo;$35,540.00;12;12.1%;$47,896.00;5;Empleado;Educación;Divorciado;Doctorado;654;1;2022-04
4258;26;$95,873.00;Bueno;$11,876.00;24;8.7%;$10,653.00;2;Empleado;Educación;Casado;Doctorado;515;1;2022-06
4259;38;$27,415.00;Bueno;$16,073.00;12;8.4%;$18,390.00;0;Desempleado;Otros;Divorciado;Maestría;563;1;2022-05
4260;31;$66,890.00;Malo;$3,235.00;21;14.5%;$36,817.00;2;Autónomo;Vivienda;Casado;Preparatoria;665;1;2022-08
4261;44;$93,220.00;Malo;$5,587.00;6;13.9%;$22,668.00;1;Autónomo;Vivienda;Casado;Maestría;526;1;2022-09
4262;55;$50,447.00;Regular;$38,194.00;19;12.2%;$35,675.00;2;Empleado;Emergencia;Divorciado;Universidad;800;1;2022-08
4263;41;$79,286.00;Bueno;$12,551.00;29;5.7%;$9,612.00;3;Desempleado;Otros;Casado;Maestría;695;1;2022-03
4264;47;$59,634.00;Malo;$23,005.00;7;7.6%;$3,763.00;4;Autónomo;Educación;Divorciado;Doctorado;614;1;2022-01
4265;25;$85,346.00;Malo;$43,251.00;20;13.0%;$38,083.00;0;Autónomo;Auto;Divorciado;Universidad;614;1;2022-07
4266;51;$97,342.00;Regular;$14,140.00;7;14.8%;$11,670.00;0;Empleado;Educación;Casado;Maestría;783;1;2022-08
4267;34;$25,399.00;Bueno;$17,890.00;12;10.7%;$47,845.00;5;Empleado;Educación;Casado;Maestría;677;1;2022-10
4268;36;$50,997.00;Regular;$35,688.00;12;10.2%;$1,109.00;2;Desempleado;Auto;Divorciado;Preparatoria;660;1;2022-11
4269;63;$56,789.00;Malo;$9,407.00;7;12.7%;$40,868.00;4;Empleado;Emergencia;Casado;Universidad;653;1;2022-09
4270;20;$70,356.00;Regular;$5,752.00;21;8.8%;$534.00;4;Desempleado;Auto;Casado;Doctorado;521;1;2022-01
4271;47;$87,888.00;Bueno;$45,077.00;33;12.7%;$15,186.00;4;Autónomo;Auto;Divorciado;Doctorado;795;1;2022-05
4272;56;$52,182.00;Malo;$20,777.00;18;8.8%;$32,629.00;0;Desempleado;Auto;Divorciado;Doctorado;757;1;2022-11
4273;32;$73,456.00;Malo;$36,304.00;28;9.6%;$27,541.00;0;Desempleado;Educación;Divorciado;Doctorado;738;1;2022-08
4274;58;$29,039.00;Regular;$32,782.00;15;5.2%;$24,342.00;3;Empleado;Emergencia;Casado;Preparatoria;815;1;2022-03
4275;54;$96,985.00;Regular;$19,731.00;19;5.2%;$14,947.00;5;Empleado;Emergencia;Casado;Universidad;589;1;2022-01
4276;55;$45,795.00;Malo;$22,540.00;20;10.8%;$10,131.00;0;Desempleado;Otros;Casado;Maestría;522;1;2022-09
4277;59;$74,786.00;Bueno;$20,297.00;14;8.3%;$21,031.00;2;Desempleado;Emergencia;Casado;Preparatoria;501;1;2022-09
4278;23;$25,859.00;Malo;$3,932.00;13;13.2%;$31,732.00;0;Desempleado;Auto;Divorciado;Doctorado;620;1;2022-10
4279;39;$31,800.00;Bueno;$29,343.00;18;13.1%;$24,633.00;5;Desempleado;Emergencia;Soltero;Doctorado;603;1;2022-04
4280;33;$81,064.00;Bueno;$34,282.00;31;10.5%;$9,979.00;2;Empleado;Auto;Divorciado;Universidad;525;1;2022-07
4281;63;$91,418.00;Bueno;$26,375.00;35;9.8%;$27,390.00;4;Autónomo;Auto;Soltero;Universidad;558;1;2022-10
4282;55;$83,627.00;Malo;$23,371.00;35;9.6%;$7,638.00;0;Desempleado;Emergencia;Soltero;Universidad;619;1;2022-04
4283;53;$52,769.00;Malo;$32,311.00;15;9.8%;$5,803.00;1;Autónomo;Educación;Soltero;Universidad;682;1;2022-08
4284;55;$42,320.00;Regular;$37,066.00;32;10.0%;$19,147.00;0;Empleado;Educación;Soltero;Preparatoria;551;1;2022-11
4285;27;$32,809.00;Malo;$23,733.00;24;6.4%;$20,191.00;4;Autónomo;Vivienda;Soltero;Universidad;674;1;2022-12
4286;28;$28,371.00;Bueno;$22,479.00;16;12.6%;$8,178.00;3;Empleado;Auto;Casado;Doctorado;850;1;2022-04
4287;57;$49,569.00;Malo;$11,624.00;16;8.6%;$1,058.00;3;Desempleado;Otros;Casado;Maestría;828;1;2022-06
4288;30;$50,251.00;Bueno;$28,718.00;36;10.7%;$42,180.00;3;Empleado;Auto;Casado;Preparatoria;838;1;2022-12
4289;32;$80,673.00;Malo;$23,771.00;27;5.9%;$4,397.00;2;Desempleado;Educación;Soltero;Doctorado;821;1;2022-04
4290;46;$36,234.00;Regular;$3,868.00;16;12.5%;$35,929.00;2;Desempleado;Auto;Soltero;Maestría;587;1;2022-06
4291;47;$72,342.00;Malo;$39,651.00;10;13.7%;$26,023.00;0;Desempleado;Auto;Soltero;Universidad;776;1;2022-07
4292;48;$64,816.00;Malo;$17,151.00;22;6.9%;$28,381.00;2;Desempleado;Otros;Casado;Universidad;695;1;2022-11
4293;24;$73,723.00;Malo;$19,546.00;25;10.2%;$31,637.00;1;Desempleado;Educación;Divorciado;Maestría;764;1;2022-12
4294;31;$98,974.00;Bueno;$7,350.00;25;13.0%;$2,891.00;4;Autónomo;Educación;Divorciado;Maestría;625;1;2022-04
4295;33;$46,558.00;Bueno;$14,588.00;20;14.9%;$14,263.00;3;Empleado;Otros;Soltero;Universidad;792;1;2022-10
4296;42;$89,881.00;Malo;$12,838.00;28;6.4%;$33,691.00;2;Empleado;Vivienda;Soltero;Doctorado;721;1;2022-08
4297;25;$49,104.00;Regular;$6,434.00;14;12.9%;$15,191.00;1;Empleado;Otros;Divorciado;Preparatoria;821;1;2022-04
4298;27;$38,065.00;Bueno;$12,670.00;17;8.6%;$48,087.00;2;Empleado;Otros;Casado;Preparatoria;817;1;2022-07
4299;41;$85,456.00;Malo;$48,662.00;30;5.6%;$44,007.00;0;Autónomo;Educación;Divorciado;Maestría;642;1;2022-09
4300;45;$43,218.00;Malo;$11,788.00;22;6.2%;$11,221.00;5;Autónomo;Otros;Divorciado;Maestría;768;1;2022-03
4301;23;$55,328.00;Regular;$4,222.00;30;5.4%;$11,984.00;0;Desempleado;Educación;Soltero;Preparatoria;815;1;2022-05
4302;41;$43,975.00;Regular;$6,234.00;16;9.6%;$2,280.00;4;Empleado;Otros;Divorciado;Preparatoria;670;1;2022-07
4303;48;$68,547.00;Bueno;$48,681.00;25;13.0%;$18,047.00;5;Desempleado;Educación;Soltero;Maestría;826;1;2022-04
4304;58;$41,401.00;Bueno;$24,585.00;36;6.3%;$15,292.00;5;Autónomo;Otros;Soltero;Maestría;777;1;2022-04
4305;29;$20,826.00;Bueno;$31,088.00;32;8.3%;$45,831.00;4;Desempleado;Auto;Divorciado;Maestría;817;1;2022-05
4306;27;$63,808.00;Malo;$13,747.00;9;8.0%;$10,100.00;2;Desempleado;Auto;Casado;Universidad;571;1;2022-01
4307;34;$84,687.00;Bueno;$7,381.00;10;11.8%;$13,706.00;2;Autónomo;Educación;Soltero;Doctorado;501;1;2022-04
4308;60;$62,865.00;Regular;$46,965.00;33;7.1%;$21,927.00;3;Autónomo;Emergencia;Divorciado;Preparatoria;638;1;2023-01
4309;50;$44,664.00;Bueno;$2,786.00;34;6.0%;$1,694.00;3;Desempleado;Otros;Soltero;Universidad;598;1;2022-07
4310;65;$30,434.00;Malo;$10,285.00;24;6.8%;$32,728.00;3;Autónomo;Auto;Divorciado;Doctorado;570;1;2022-11
4311;39;$82,424.00;Bueno;$36,372.00;17;10.8%;$49,974.00;3;Autónomo;Vivienda;Divorciado;Doctorado;736;1;2022-03
4312;55;$39,762.00;Malo;$46,123.00;30;7.9%;$45,585.00;3;Autónomo;Vivienda;Divorciado;Doctorado;678;1;2022-04
4313;34;$92,754.00;Bueno;$23,460.00;27;7.3%;$8,789.00;3;Empleado;Auto;Soltero;Preparatoria;681;1;2022-01
4314;64;$35,949.00;Regular;$45,106.00;11;12.0%;$26,743.00;5;Empleado;Otros;Soltero;Doctorado;556;1;2022-01
4315;21;$78,306.00;Regular;$15,445.00;21;14.6%;$36,507.00;1;Desempleado;Emergencia;Soltero;Preparatoria;630;1;2022-04
4316;37;$82,454.00;Regular;$40,434.00;14;10.8%;$49,407.00;2;Empleado;Otros;Casado;Maestría;680;1;2022-04
4317;30;$74,813.00;Bueno;$48,020.00;34;8.4%;$5,211.00;0;Empleado;Educación;Casado;Maestría;634;1;2022-02
4318;30;$74,190.00;Bueno;$46,511.00;13;11.4%;$32,951.00;3;Autónomo;Auto;Divorciado;Universidad;556;1;2022-11
4319;55;$67,898.00;Bueno;$43,580.00;12;13.8%;$44,392.00;0;Desempleado;Auto;Soltero;Doctorado;691;1;2022-06
4320;47;$73,330.00;Malo;$45,243.00;24;11.1%;$25,194.00;4;Autónomo;Otros;Soltero;Preparatoria;616;1;2022-07
4321;56;$72,462.00;Malo;$13,227.00;16;5.7%;$32,154.00;1;Autónomo;Otros;Soltero;Preparatoria;605;1;2022-04
4322;22;$43,284.00;Regular;$10,362.00;35;5.4%;$13,627.00;3;Empleado;Emergencia;Casado;Preparatoria;676;1;2022-12
4323;58;$54,918.00;Regular;$14,006.00;26;14.2%;$33,859.00;1;Desempleado;Educación;Divorciado;Preparatoria;671;1;2022-09
4324;37;$81,603.00;Malo;$2,943.00;20;5.0%;$47,701.00;1;Empleado;Otros;Casado;Preparatoria;511;1;2022-03
4325;54;$52,019.00;Regular;$1,254.00;19;11.5%;$31,793.00;1;Desempleado;Emergencia;Divorciado;Universidad;593;1;2022-11
4326;33;$95,423.00;Malo;$47,975.00;32;12.0%;$24,226.00;5;Desempleado;Vivienda;Casado;Maestría;785;1;2022-08
4327;24;$97,334.00;Regular;$1,090.00;23;10.0%;$2,040.00;0;Empleado;Vivienda;Casado;Universidad;634;1;2022-11
4328;45;$73,948.00;Regular;$19,795.00;26;14.0%;$1,080.00;0;Desempleado;Vivienda;Casado;Universidad;501;1;2022-08
4329;61;$72,128.00;Regular;$37,532.00;16;5.2%;$8,790.00;4;Autónomo;Auto;Soltero;Doctorado;645;1;2022-08
4330;53;$25,147.00;Bueno;$29,926.00;17;10.4%;$18,143.00;4;Autónomo;Vivienda;Casado;Maestría;671;1;2022-03
4331;57;$48,722.00;Malo;$42,965.00;7;8.7%;$26,264.00;5;Autónomo;Emergencia;Soltero;Doctorado;620;1;2022-01
4332;64;$85,247.00;Regular;$43,902.00;19;14.3%;$22,453.00;5;Empleado;Vivienda;Soltero;Maestría;816;1;2022-04
4333;22;$79,605.00;Regular;$27,240.00;9;5.8%;$32,913.00;4;Autónomo;Emergencia;Casado;Universidad;766;1;2022-03
4334;28;$46,579.00;Regular;$19,199.00;9;11.0%;$15,934.00;0;Empleado;Auto;Soltero;Preparatoria;511;1;2022-04
4335;20;$32,230.00;Malo;$22,807.00;22;8.6%;$16,248.00;5;Autónomo;Vivienda;Soltero;Doctorado;584;1;2022-07
4336;54;$43,746.00;Regular;$49,963.00;19;11.8%;$49,401.00;2;Autónomo;Auto;Divorciado;Universidad;558;1;2022-02
4337;43;$44,179.00;Bueno;$16,580.00;15;9.4%;$19,086.00;1;Desempleado;Auto;Casado;Universidad;709;1;2022-04
4338;64;$92,876.00;Bueno;$1,728.00;21;9.0%;$44,782.00;2;Empleado;Educación;Soltero;Maestría;580;1;2022-12
4339;50;$48,337.00;Bueno;$36,113.00;8;7.9%;$44,963.00;2;Desempleado;Emergencia;Divorciado;Doctorado;664;1;2022-10
4340;58;$45,388.00;Regular;$40,424.00;22;10.5%;$15,819.00;5;Desempleado;Otros;Casado;Preparatoria;845;1;2022-02
4341;19;$97,920.00;Regular;$35,379.00;30;7.9%;$44,764.00;3;Desempleado;Vivienda;Casado;Preparatoria;579;1;2022-09
4342;48;$84,806.00;Malo;$4,266.00;29;11.8%;$45,235.00;2;Autónomo;Auto;Soltero;Maestría;587;1;2022-03
4343;46;$91,498.00;Malo;$18,987.00;10;14.5%;$49,889.00;2;Autónomo;Otros;Soltero;Doctorado;740;1;2022-01
4344;32;$87,914.00;Bueno;$3,395.00;7;13.3%;$37,079.00;3;Autónomo;Educación;Soltero;Preparatoria;694;1;2022-07
4345;25;$34,603.00;Malo;$44,813.00;9;14.6%;$21,898.00;1;Autónomo;Otros;Soltero;Preparatoria;594;1;2022-04
4346;62;$97,800.00;Regular;$32,211.00;25;9.6%;$2,533.00;2;Empleado;Educación;Soltero;Universidad;695;1;2022-06
4347;64;$73,356.00;Regular;$8,551.00;6;12.5%;$3,925.00;5;Empleado;Otros;Divorciado;Preparatoria;687;1;2022-04
4348;44;$50,115.00;Bueno;$8,565.00;35;5.6%;$28,015.00;5;Desempleado;Emergencia;Soltero;Preparatoria;586;1;2022-07
4349;42;$33,572.00;Malo;$13,555.00;10;9.4%;$39,003.00;0;Desempleado;Auto;Casado;Maestría;801;1;2022-09
4350;25;$63,209.00;Malo;$13,083.00;34;11.8%;$33,464.00;3;Empleado;Vivienda;Divorciado;Doctorado;837;1;2022-11
4351;29;$54,657.00;Bueno;$9,323.00;9;10.7%;$27,750.00;2;Desempleado;Otros;Soltero;Preparatoria;728;1;2022-02
4352;63;$57,778.00;Regular;$8,273.00;12;8.5%;$27,887.00;5;Empleado;Auto;Casado;Preparatoria;701;1;2022-01
4353;65;$91,840.00;Malo;$23,932.00;30;12.1%;$9,659.00;1;Desempleado;Auto;Divorciado;Doctorado;552;1;2022-09
4354;55;$33,843.00;Regular;$6,171.00;35;9.6%;$22,321.00;1;Empleado;Educación;Divorciado;Preparatoria;753;1;2022-10
4355;32;$90,537.00;Regular;$46,472.00;22;9.4%;$39,248.00;1;Desempleado;Educación;Soltero;Universidad;506;1;2022-10
4356;65;$55,199.00;Regular;$9,725.00;21;10.3%;$29,998.00;4;Autónomo;Auto;Casado;Doctorado;630;1;2022-04
4357;32;$50,884.00;Malo;$21,593.00;27;6.9%;$39,340.00;2;Desempleado;Auto;Soltero;Maestría;503;1;2022-09
4358;24;$83,136.00;Regular;$3,814.00;12;5.1%;$22,288.00;0;Desempleado;Emergencia;Casado;Doctorado;506;1;2022-10
4359;36;$99,279.00;Regular;$34,056.00;17;9.2%;$6,349.00;5;Empleado;Auto;Casado;Universidad;735;1;2022-02
4360;63;$65,857.00;Regular;$48,622.00;25;13.0%;$13,970.00;1;Empleado;Emergencia;Casado;Doctorado;565;1;2022-03
4361;28;$45,478.00;Regular;$7,724.00;7;12.9%;$47,743.00;1;Autónomo;Otros;Casado;Preparatoria;698;1;2022-05
4362;19;$90,833.00;Bueno;$15,075.00;34;10.3%;$35,409.00;2;Empleado;Otros;Casado;Maestría;847;1;2022-02
4363;39;$76,063.00;Malo;$38,119.00;25;13.0%;$8,808.00;1;Desempleado;Emergencia;Casado;Preparatoria;652;1;2022-09
4364;59;$67,924.00;Regular;$18,483.00;34;6.0%;$27,897.00;3;Empleado;Auto;Soltero;Maestría;825;1;2022-11
4365;45;$36,265.00;Bueno;$1,500.00;9;9.4%;$10,130.00;5;Autónomo;Auto;Casado;Preparatoria;529;1;2022-08
4366;31;$85,362.00;Regular;$17,743.00;32;7.5%;$41,516.00;1;Empleado;Emergencia;Casado;Universidad;723;1;2022-05
4367;58;$52,166.00;Malo;$22,898.00;17;11.2%;$541.00;1;Empleado;Emergencia;Casado;Maestría;624;1;2022-01
4368;39;$98,644.00;Regular;$10,680.00;9;13.7%;$31,331.00;3;Desempleado;Auto;Casado;Maestría;716;1;2022-02
4369;36;$47,329.00;Regular;$9,411.00;7;14.8%;$39,098.00;5;Desempleado;Auto;Divorciado;Doctorado;669;1;2022-10
4370;35;$40,413.00;Regular;$9,960.00;34;6.1%;$25,208.00;5;Autónomo;Vivienda;Divorciado;Maestría;543;1;2022-09
4371;62;$25,752.00;Regular;$45,965.00;36;9.8%;$39,666.00;5;Desempleado;Vivienda;Divorciado;Preparatoria;814;1;2022-12
4372;64;$44,275.00;Regular;$45,870.00;28;12.2%;$40,009.00;5;Autónomo;Auto;Divorciado;Doctorado;827;1;2022-07
4373;54;$52,052.00;Regular;$23,533.00;34;10.8%;$12,356.00;0;Autónomo;Emergencia;Divorciado;Doctorado;512;1;2022-07
4374;38;$44,751.00;Malo;$26,350.00;7;10.8%;$613.00;1;Autónomo;Auto;Soltero;Maestría;717;1;2022-04
4375;31;$72,315.00;Regular;$10,357.00;25;7.2%;$45,878.00;4;Autónomo;Educación;Divorciado;Doctorado;832;1;2022-12
4376;39;$38,644.00;Bueno;$1,781.00;33;5.7%;$6,293.00;0;Autónomo;Educación;Soltero;Maestría;756;1;2022-10
4377;55;$75,829.00;Bueno;$19,439.00;7;9.7%;$44,241.00;1;Autónomo;Emergencia;Casado;Doctorado;754;1;2022-01
4378;56;$39,829.00;Regular;$26,110.00;28;8.3%;$26,851.00;3;Empleado;Educación;Divorciado;Preparatoria;602;1;2022-05
4379;38;$70,939.00;Malo;$1,607.00;30;7.9%;$46,795.00;4;Desempleado;Otros;Casado;Maestría;676;1;2022-01
4380;55;$80,470.00;Bueno;$16,815.00;27;6.4%;$3,480.00;5;Empleado;Otros;Casado;Maestría;500;1;2022-06
4381;42;$73,040.00;Regular;$18,929.00;22;11.0%;$45,317.00;3;Empleado;Vivienda;Soltero;Maestría;617;1;2022-04
4382;55;$20,476.00;Regular;$30,024.00;13;13.1%;$33,542.00;0;Empleado;Emergencia;Divorciado;Doctorado;534;1;2022-10
4383;63;$94,333.00;Regular;$45,871.00;18;10.9%;$2,038.00;3;Desempleado;Vivienda;Divorciado;Preparatoria;816;1;2022-11
4384;53;$79,823.00;Regular;$18,236.00;7;9.9%;$12,141.00;0;Empleado;Emergencia;Divorciado;Preparatoria;800;1;2022-05
4385;49;$77,532.00;Regular;$32,120.00;27;9.7%;$23,601.00;0;Desempleado;Auto;Soltero;Preparatoria;849;1;2022-12
4386;33;$91,830.00;Regular;$22,204.00;15;9.8%;$2,330.00;0;Desempleado;Emergencia;Casado;Doctorado;532;1;2022-02
4387;38;$50,840.00;Regular;$21,649.00;12;13.8%;$26,419.00;2;Autónomo;Otros;Divorciado;Universidad;808;1;2022-04
4388;30;$95,091.00;Bueno;$30,402.00;34;10.2%;$41,522.00;5;Autónomo;Educación;Soltero;Doctorado;734;1;2022-05
4389;62;$84,407.00;Malo;$16,532.00;9;9.7%;$26,206.00;5;Empleado;Emergencia;Casado;Preparatoria;570;1;2022-12
